"Recibido","ID de Pedido","Canal","Estado del pedido","Marca","Tienda","Cantidad de los artículos","Subtotal","Propina","Service Fee","Ajustes","Descuento","Descuento de la plataforma","Payout","Error Charges","Aceptado","Modo de cumplimiento","Tipo de programación","Currency Code"
"29/10/2023, 14:33:08","AKKC1GDZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","8","94.40","0.00","0.00","0.00","0.00","0.00","94.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:23:46","D2BC0","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","14.80","0.00","0.00","0.00","0.00","0.00","9.79","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:21:28","A2LA82HH","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","18.10","0.00","0.00","0.00","0.00","0.00","18.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:14:32","926A7","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","26.80","0.00","0.00","0.00","0.00","0.00","17.72","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:13:18","8F7A7","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","39.80","0.00","0.00","0.00","0.00","0.00","26.32","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:09:35","AKNNEGZK","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","31.20","0.00","0.00","0.00","-5.04","0.00","26.16","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 14:05:17","E9A26","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","37.10","0.00","0.00","0.00","0.00","0.00","24.53","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 13:54:16","775906135","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","36.00","0.00","0.00","0.00","0.00","0.00","39.27","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"29/10/2023, 13:53:43","B1AJS2G4","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","23.50","0.00","0.00","0.00","0.00","0.00","23.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 13:49:09","ASNAT8JD","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","25.90","0.00","0.00","0.00","0.00","0.00","25.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 13:40:55","BENPFPDF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","37.10","0.00","0.00","0.00","0.00","0.00","27.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 13:36:27","ABRTVPXT","Glovo","Entregado","Tepuy Basics","Goleta","3","20.70","0.00","0.00","0.00","0.00","0.00","20.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"29/10/2023, 13:09:35","789CF","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Salamanca","1","17.90","0.00","0.00","0.00","0.00","0.00","12.48","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 23:19:13","A8ZPTKLK","Glovo","Entregado","Tepuy Basics","Goleta","3","20.10","0.00","0.00","0.00","0.00","0.00","20.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 23:09:43","BVG2819M","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","30.90","0.00","0.00","0.00","0.00","0.00","30.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 23:03:09","E02CF","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","41.80","0.00","0.00","0.00","0.00","0.00","27.64","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:51:11","AWHZM3SQ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","5","37.50","0.00","0.00","0.00","0.00","0.00","37.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:45:45","2545A","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","26.30","0.00","0.00","0.00","0.00","0.00","17.39","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:23:07","AG2S2YNN","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","29.60","0.00","0.00","0.00","0.00","0.00","29.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:20:29","AZU9GGSX","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","34.80","0.00","0.00","0.00","0.00","0.00","32.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:18:19","AUUGN79K","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","41.20","0.00","0.00","0.00","0.00","0.00","41.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:15:46","ALHASXQR","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","33.90","0.00","0.00","0.00","0.00","0.00","33.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:06:37","65744","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","33.40","0.00","0.00","0.00","0.00","0.00","22.09","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 22:01:06","13BEC","Uber Eats","Entregado","Tepuy Basics","Goleta","5","43.10","0.00","0.00","0.00","0.00","0.00","28.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:54:33","BPP1HEXH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","28.90","0.00","0.00","0.00","0.00","0.00","28.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:52:21","BCC7C","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","15.10","0.00","0.00","0.00","0.00","0.00","9.98","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:51:59","952C6","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","20.00","0.00","0.00","0.00","0.00","0.00","13.22","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:48:16","AHPB18WN","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","81.90","0.00","0.00","0.00","0.00","0.00","81.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:29:55","03F66","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","39.40","0.00","0.00","0.00","0.00","0.00","26.05","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:27:39","AL1KDHDS","Glovo","Entregado","Tepuy Basics","Goleta","5","37.50","0.00","0.00","0.00","0.00","0.00","37.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:26:32","BLSADQ1A","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.30","0.00","0.00","0.00","0.00","0.00","14.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:16:56","B9NYSML1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","24.40","0.00","0.00","0.00","0.00","0.00","24.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:13:11","8CF56","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","33.80","0.00","0.00","0.00","0.00","0.00","22.35","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:13:09","775584558","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","23.30","0.00","0.00","0.00","0.00","0.00","25.20","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"28/10/2023, 21:10:51","6477F","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","31.80","0.00","0.00","0.00","0.00","0.00","21.03","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:07:37","AB17B","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","16.80","0.00","0.00","0.00","0.00","0.00","11.11","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:01:43","BY981HUB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 21:01:31","AUKNLPLD","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","18.00","0.00","0.00","0.00","0.00","0.00","18.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:49:03","A7DXKNQX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","15.40","0.00","0.00","0.00","0.00","0.00","15.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:48:14","AXGMXPMJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","39.70","0.00","0.00","0.00","0.00","0.00","39.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:39:55","AUX99YWR","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","61.70","0.00","0.00","0.00","0.00","0.00","61.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:34:33","BW1DCBN1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","33.20","0.00","0.00","0.00","0.00","0.00","33.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:32:43","ALD1DLUU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","42.70","0.00","0.00","0.00","0.00","0.00","41.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:32:08","B1DSQEJG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","42.90","0.00","0.00","0.00","0.00","0.00","42.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:31:55","AANWAWJP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","50.10","0.00","0.00","0.00","0.00","0.00","50.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 20:14:19","AMQ75ZXQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","14.00","0.00","0.00","0.00","0.00","0.00","14.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 19:35:19","B5RWHBCV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","25.00","0.00","0.00","0.00","0.00","0.00","25.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 19:25:47","AUL3MQZV","Glovo","Entregado","Tepuy Basics","Goleta","4","37.60","0.00","0.00","0.00","0.00","0.00","37.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 18:18:31","BMLSKZB1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.00","0.00","0.00","0.00","0.00","0.00","11.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 17:25:32","ASB11JHL","Glovo","Entregado","Tepuy Basics","Goleta","2","23.40","0.00","0.00","0.00","0.00","0.00","23.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 17:16:56","BVNFGHLU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","15.40","0.00","0.00","0.00","0.00","0.00","15.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 16:10:49","D9D0E","Uber Eats","Entregado","Tepuy Basics","Goleta","3","19.30","0.00","0.00","0.00","0.00","0.00","12.77","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 15:55:54","AKTJNJK1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","40.90","0.00","0.00","0.00","0.00","0.00","40.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 15:32:07","BF158KS1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.20","0.00","0.00","0.00","0.00","0.00","29.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 15:21:50","081D9","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Salamanca","2","18.20","0.00","0.00","0.00","-4.55","0.00","9.21","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 15:11:04","F7097","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Salamanca","5","44.30","0.00","0.00","0.00","0.00","0.00","30.89","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:31:17","AT1ERGE7","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","20.00","0.00","0.00","0.00","0.00","0.00","20.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:30:17","99058","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","30.00","0.00","0.00","0.00","0.00","0.00","19.84","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:16:24","E1F5C","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","44.80","0.00","0.00","0.00","0.00","0.00","29.63","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:12:47","ACLNZG6P","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","3","17.00","0.00","0.00","0.00","-2.90","0.00","14.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:11:35","ACSJWENB","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","43.10","0.00","0.00","0.00","0.00","0.00","43.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 14:03:12","ALYMA31K","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","39.90","0.00","0.00","0.00","-2.52","0.00","37.38","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"28/10/2023, 13:59:59","A16N1QZ6","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","5","47.80","0.00","0.00","0.00","-1.18","0.00","46.62","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:41:31","ASLRLKRV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","5","56.70","0.00","0.00","0.00","-24.50","0.00","32.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:31:36","MVLCTJTF","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Tetuan","2","19.40","0.00","0.00","0.00","-3.88","0.00","15.52","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:25:21","AJ81WTWY","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","36.20","0.00","0.00","0.00","-18.10","0.00","18.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:20:08","ATX1AWRA","Glovo","Entregado","Tepuy Basics","Goleta","1","10.90","0.00","0.00","0.00","0.00","0.00","10.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:08:56","BANK7BF9","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 23:06:48","FE2BF","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","18.10","0.00","0.00","0.00","0.00","0.00","11.97","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:53:31","AGWCQ6UE","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","40.40","0.00","0.00","0.00","0.00","0.00","40.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:40:49","AW8LMTEA","Glovo","Entregado","Tepuy Basics","Goleta","1","16.40","0.00","0.00","0.00","0.00","0.00","16.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:28:07","BZ1UUZDB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","9.40","0.00","0.00","0.00","0.00","0.00","9.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:24:30","AJJT3EUJ","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","8","64.40","0.00","0.00","0.00","0.00","0.00","64.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:20:56","BDMUJJRP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 22:19:54","ACHEPGPU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","5","55.70","0.00","0.00","0.00","0.00","0.00","55.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:57:39","AH5Z5G1N","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","4","63.50","0.00","0.00","0.00","0.00","0.00","63.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:55:06","A61SPDTP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","23.70","0.00","0.00","0.00","0.00","0.00","23.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:52:53","ANQAPTZQ","Glovo","Entregado","Tepuy Basics","Goleta","3","32.20","0.00","0.00","0.00","0.00","0.00","32.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:44:14","AZZET71X","Glovo","Entregado","Tepuy Basics","Goleta","2","50.40","0.00","0.00","0.00","0.00","0.00","50.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:36:24","APVALECE","Glovo","Entregado","Tepuy Basics","Goleta","3","19.30","0.00","0.00","0.00","0.00","0.00","19.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:25:53","A1XMBNGX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.90","0.00","0.00","0.00","0.00","0.00","14.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:21:26","AF3DTVVT","Glovo","Entregado","Tepuy Basics","Goleta","6","41.90","0.00","0.00","0.00","0.00","0.00","41.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:20:48","775032675","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","32.40","0.00","0.00","0.00","0.00","0.00","34.30","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"27/10/2023, 21:10:24","F6FB3","Uber Eats","Entregado","Tepuy Basics","Goleta","1","12.60","0.00","0.00","0.00","0.00","0.00","8.33","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:04:55","AEAGNW1L","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","5","41.20","0.00","0.00","0.00","0.00","0.00","41.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 21:02:16","AM1HAMRP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","30.00","0.00","0.00","0.00","0.00","0.00","30.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:59:43","BAL8TXUR","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.30","0.00","0.00","0.00","0.00","0.00","12.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:57:23","ANS1GW7H","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","46.50","0.00","0.00","0.00","0.00","-6.00","46.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:55:43","0FDDC","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","13.50","0.00","0.00","0.00","0.00","0.00","8.93","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:54:57","AGF51YPH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","35.50","0.00","0.00","0.00","0.00","0.00","35.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:53:18","BJE1FYW8","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","39.60","0.00","0.00","0.00","0.00","0.00","39.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:43:56","A0DB2","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","27.30","0.00","0.00","0.00","0.00","0.00","18.06","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:43:44","775011685","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","43.80","0.00","0.00","0.00","0.00","0.00","47.78","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"27/10/2023, 20:41:23","ANE1BL1W","Glovo","Entregado","Tepuy Basics","Goleta","3","39.10","0.00","0.00","0.00","0.00","0.00","39.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"27/10/2023, 20:39:55","ANXK7VMJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","19.50","0.00","0.00","0.00","0.00","0.00","19.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
